Key,County,State,Country,Update,Confirmed,Deaths,Recovered,Active
"Crowley, Colorado, US",crowley,colorado,US,2020-04-22 23:30:53,2,1,0,1
"Cullman, Alabama, US",cullman,alabama,US,2020-04-22 23:30:53,44,0,0,44
"Culpeper, Virginia, US",culpeper,virginia,US,2020-04-22 23:30:53,73,1,0,72
"Cumberland, Illinois, US",cumberland,illinois,US,2020-04-22 23:30:53,2,0,0,2
"Cumberland, Kentucky, US",cumberland,kentucky,US,2020-04-22 23:30:53,4,0,0,4
"Cumberland, Maine, US",cumberland,maine,US,2020-04-22 23:30:53,395,18,0,377
"Cumberland, New Jersey, US",cumberland,new-jersey,US,2020-04-22 23:30:53,382,5,0,377
"Cumberland, North Carolina, US",cumberland,north-carolina,US,2020-04-22 23:30:53,133,6,0,127
"Cumberland, Pennsylvania, US",cumberland,pennsylvania,US,2020-04-22 23:30:53,207,6,0,201
"Cumberland, Tennessee, US",cumberland,tennessee,US,2020-04-22 23:30:53,59,0,0,59
"Cumberland, Virginia, US",cumberland,virginia,US,2020-04-22 23:30:53,10,0,0,10
"Cuming, Nebraska, US",cuming,nebraska,US,2020-04-22 23:30:53,2,0,0,2
"Currituck, North Carolina, US",currituck,north-carolina,US,2020-04-22 23:30:53,3,0,0,3
"Curry, New Mexico, US",curry,new-mexico,US,2020-04-22 23:30:53,10,0,0,10
"Curry, Oregon, US",curry,oregon,US,2020-04-22 23:30:53,4,0,0,4
"Custer, Colorado, US",custer,colorado,US,2020-04-22 23:30:53,2,0,0,2
"Custer, Idaho, US",custer,idaho,US,2020-04-22 23:30:53,2,0,0,2
"Custer, Nebraska, US",custer,nebraska,US,2020-04-22 23:30:53,20,0,0,20
"Custer, Oklahoma, US",custer,oklahoma,US,2020-04-22 23:30:53,10,0,0,10
"Cuyahoga, Ohio, US",cuyahoga,ohio,US,2020-04-22 23:30:53,1713,79,0,1634
"Dade, Georgia, US",dade,georgia,US,2020-04-22 23:30:53,15,1,0,14
"Dakota, Minnesota, US",dakota,minnesota,US,2020-04-22 23:30:53,130,6,0,124
"Dakota, Nebraska, US",dakota,nebraska,US,2020-04-22 23:30:53,86,0,0,86
"Dale, Alabama, US",dale,alabama,US,2020-04-22 23:30:53,22,0,0,22
"Dallam, Texas, US",dallam,texas,US,2020-04-22 23:30:53,3,0,0,3
"Dallas, Alabama, US",dallas,alabama,US,2020-04-22 23:30:53,30,2,0,28
"Dallas, Arkansas, US",dallas,arkansas,US,2020-04-22 23:30:53,1,0,0,1
"Dallas, Iowa, US",dallas,iowa,US,2020-04-22 23:30:53,59,0,0,59
"Dallas, Missouri, US",dallas,missouri,US,2020-04-22 23:30:53,2,0,0,2
"Dallas, Texas, US",dallas,texas,US,2020-04-22 23:30:53,2683,65,0,2618
"Dane, Wisconsin, US",dane,wisconsin,US,2020-04-22 23:30:53,386,20,0,366
"Danville, Virginia, US",danville,virginia,US,2020-04-22 23:30:53,29,1,0,28
"Dare, North Carolina, US",dare,north-carolina,US,2020-04-22 23:30:53,15,1,0,14
"Darke, Ohio, US",darke,ohio,US,2020-04-22 23:30:53,62,11,0,51
"Darlington, South Carolina, US",darlington,south-carolina,US,2020-04-22 23:30:53,85,0,0,85
"Dauphin, Pennsylvania, US",dauphin,pennsylvania,US,2020-04-22 23:30:53,422,13,0,409
"Davidson, North Carolina, US",davidson,north-carolina,US,2020-04-22 23:30:53,103,2,0,101
"Davidson, Tennessee, US",davidson,tennessee,US,2020-04-22 23:30:53,1719,20,0,1699
"Davie, North Carolina, US",davie,north-carolina,US,2020-04-22 23:30:53,24,2,0,22
"Daviess, Indiana, US",daviess,indiana,US,2020-04-22 23:30:53,38,6,0,32
"Daviess, Kentucky, US",daviess,kentucky,US,2020-04-22 23:30:53,134,3,0,131
"Daviess, Missouri, US",daviess,missouri,US,2020-04-22 23:30:53,2,0,0,2
"Davis, Utah, US",davis,utah,US,2020-04-22 23:30:53,249,2,0,247
"Davison, South Dakota, US",davison,south-dakota,US,2020-04-22 23:30:53,5,0,0,5
"Dawson, Georgia, US",dawson,georgia,US,2020-04-22 23:30:53,49,1,0,48
"Dawson, Nebraska, US",dawson,nebraska,US,2020-04-22 23:30:53,197,0,0,197
"Dawson, Texas, US",dawson,texas,US,2020-04-22 23:30:53,14,1,0,13
"Day, South Dakota, US",day,south-dakota,US,2020-04-22 23:30:53,0,0,0,0
"De Soto, Louisiana, US",de-soto,louisiana,US,2020-04-22 23:30:53,171,10,0,161
"De Witt, Illinois, US",de-witt,illinois,US,2020-04-22 23:30:53,1,0,0,1
"DeKalb, Alabama, US",dekalb,alabama,US,2020-04-22 23:30:53,58,2,0,56
"DeKalb, Georgia, US",dekalb,georgia,US,2020-04-22 23:30:53,1609,31,0,1578
"DeKalb, Illinois, US",dekalb,illinois,US,2020-04-22 23:30:53,56,1,0,55
"DeKalb, Indiana, US",dekalb,indiana,US,2020-04-22 23:30:53,13,1,0,12
"DeKalb, Missouri, US",dekalb,missouri,US,2020-04-22 23:30:53,3,0,0,3
"DeKalb, Tennessee, US",dekalb,tennessee,US,2020-04-22 23:30:53,12,0,0,12
"DeSoto, Florida, US",desoto,florida,US,2020-04-22 23:30:53,24,4,0,20
"DeSoto, Mississippi, US",desoto,mississippi,US,2020-04-22 23:30:53,244,3,0,241
"DeWitt, Texas, US",dewitt,texas,US,2020-04-22 23:30:53,14,1,0,13
"Deaf Smith, Texas, US",deaf-smith,texas,US,2020-04-22 23:30:53,14,0,0,14
"Dearborn, Indiana, US",dearborn,indiana,US,2020-04-22 23:30:53,72,5,0,67
"Decatur, Georgia, US",decatur,georgia,US,2020-04-22 23:30:53,50,1,0,49
"Decatur, Indiana, US",decatur,indiana,US,2020-04-22 23:30:53,178,21,0,157
"Decatur, Tennessee, US",decatur,tennessee,US,2020-04-22 23:30:53,4,0,0,4
"Deer Lodge, Montana, US",deer-lodge,montana,US,2020-04-22 23:30:53,3,0,0,3
"Defiance, Ohio, US",defiance,ohio,US,2020-04-22 23:30:53,17,0,0,17
"Del Norte, California, US",del-norte,california,US,2020-04-22 23:30:53,2,0,0,2
"Delaware, Indiana, US",delaware,indiana,US,2020-04-22 23:30:53,121,9,0,112
"Delaware, Iowa, US",delaware,iowa,US,2020-04-22 23:30:53,3,0,0,3
"Delaware, New York, US",delaware,new-york,US,2020-04-22 23:30:53,62,4,0,58
"Delaware, Ohio, US",delaware,ohio,US,2020-04-22 23:30:53,128,3,0,125
"Delaware, Oklahoma, US",delaware,oklahoma,US,2020-04-22 23:30:53,88,9,0,79
"Delaware, Pennsylvania, US",delaware,pennsylvania,US,2020-04-22 23:30:53,2757,123,0,2634
"Delta, Colorado, US",delta,colorado,US,2020-04-22 23:30:53,25,1,0,24
"Delta, Michigan, US",delta,michigan,US,2020-04-22 23:30:53,12,2,0,10
"Delta, Texas, US",delta,texas,US,2020-04-22 23:30:53,1,0,0,1
"Denton, Texas, US",denton,texas,US,2020-04-22 23:30:53,619,18,0,601
"Denver, Colorado, US",denver,colorado,US,2020-04-22 23:30:53,2071,96,0,1975
"Des Moines, Iowa, US",des-moines,iowa,US,2020-04-22 23:30:53,13,0,0,13
"Deschutes, Oregon, US",deschutes,oregon,US,2020-04-22 23:30:53,66,0,0,66
"Desha, Arkansas, US",desha,arkansas,US,2020-04-22 23:30:53,9,0,0,9
"Deuel, South Dakota, US",deuel,south-dakota,US,2020-04-22 23:30:53,1,0,0,1
"Dewey, Oklahoma, US",dewey,oklahoma,US,2020-04-22 23:30:53,2,0,0,2
"Dickens, Texas, US",dickens,texas,US,2020-04-22 23:30:53,1,0,0,1
"Dickenson, Virginia, US",dickenson,virginia,US,2020-04-22 23:30:53,0,0,0,0
"Dickinson, Iowa, US",dickinson,iowa,US,2020-04-22 23:30:53,3,0,0,3
"Dickinson, Kansas, US",dickinson,kansas,US,2020-04-22 23:30:53,1,0,0,1
"Dickinson, Michigan, US",dickinson,michigan,US,2020-04-22 23:30:53,3,2,0,1
"Dickson, Tennessee, US",dickson,tennessee,US,2020-04-22 23:30:53,46,0,0,46
"Dillon, South Carolina, US",dillon,south-carolina,US,2020-04-22 23:30:53,23,0,0,23
"Dimmit, Texas, US",dimmit,texas,US,2020-04-22 23:30:53,1,0,0,1
"Dinwiddie, Virginia, US",dinwiddie,virginia,US,2020-04-22 23:30:53,8,0,0,8
"District of Columbia, District of Columbia, US",district-of-columbia,district-of-columbia,US,2020-04-22 23:30:53,3206,127,0,3079
"Divide, North Dakota, US",divide,north-dakota,US,2020-04-22 23:30:53,1,0,0,1
"Dixie, Florida, US",dixie,florida,US,2020-04-22 23:30:53,4,0,0,4
"Dixon, Nebraska, US",dixon,nebraska,US,2020-04-22 23:30:53,1,0,0,1
"Dodge, Georgia, US",dodge,georgia,US,2020-04-22 23:30:53,21,0,0,21
"Dodge, Minnesota, US",dodge,minnesota,US,2020-04-22 23:30:53,18,0,0,18
"Dodge, Nebraska, US",dodge,nebraska,US,2020-04-22 23:30:53,18,0,0,18
"Dodge, Wisconsin, US",dodge,wisconsin,US,2020-04-22 23:30:53,20,1,0,19
"Dona Ana, New Mexico, US",dona-ana,new-mexico,US,2020-04-22 23:30:53,82,1,0,81
"Doniphan, Kansas, US",doniphan,kansas,US,2020-04-22 23:30:53,3,0,0,3
"Donley, Texas, US",donley,texas,US,2020-04-22 23:30:53,24,0,0,24
"Dooly, Georgia, US",dooly,georgia,US,2020-04-22 23:30:53,74,6,0,68
"Door, Wisconsin, US",door,wisconsin,US,2020-04-22 23:30:53,9,1,0,8
"Dorchester, Maryland, US",dorchester,maryland,US,2020-04-22 23:38:40,28,1,0,27
"Dorchester, South Carolina, US",dorchester,south-carolina,US,2020-04-22 23:30:53,85,1,0,84
"Dougherty, Georgia, US",dougherty,georgia,US,2020-04-22 23:30:53,1479,107,0,1372
"Douglas, Colorado, US",douglas,colorado,US,2020-04-22 23:30:53,392,18,0,374
"Douglas, Georgia, US",douglas,georgia,US,2020-04-22 23:30:53,259,8,0,251
"Douglas, Illinois, US",douglas,illinois,US,2020-04-22 23:30:53,12,0,0,12
"Douglas, Kansas, US",douglas,kansas,US,2020-04-22 23:30:53,43,0,0,43
"Douglas, Minnesota, US",douglas,minnesota,US,2020-04-22 23:30:53,2,0,0,2
"Douglas, Nebraska, US",douglas,nebraska,US,2020-04-22 23:30:53,310,8,0,302
"Douglas, Nevada, US",douglas,nevada,US,2020-04-22 23:30:53,16,0,0,16
"Douglas, Oregon, US",douglas,oregon,US,2020-04-22 23:30:53,23,0,0,23
"Douglas, Washington, US",douglas,washington,US,2020-04-22 23:30:53,61,1,0,60
"Douglas, Wisconsin, US",douglas,wisconsin,US,2020-04-22 23:30:53,8,0,0,8
"Drew, Arkansas, US",drew,arkansas,US,2020-04-22 23:30:53,7,1,0,6
"DuPage, Illinois, US",dupage,illinois,US,2020-04-22 23:30:53,1947,103,0,1844
"Dubois, Indiana, US",dubois,indiana,US,2020-04-22 23:30:53,16,0,0,16
"Dubuque, Iowa, US",dubuque,iowa,US,2020-04-22 23:30:53,49,1,0,48
"Dukes and Nantucket, Massachusetts, US",dukes-and-nantucket,massachusetts,US,2020-04-22 23:30:53,23,1,0,22
"Dunklin, Missouri, US",dunklin,missouri,US,2020-04-22 23:30:53,19,2,0,17
"Dunn, North Dakota, US",dunn,north-dakota,US,2020-04-22 23:30:53,10,0,0,10
"Dunn, Wisconsin, US",dunn,wisconsin,US,2020-04-22 23:30:53,9,0,0,9
"Duplin, North Carolina, US",duplin,north-carolina,US,2020-04-22 23:30:53,35,0,0,35
"Durham, North Carolina, US",durham,north-carolina,US,2020-04-22 23:30:53,439,6,0,433
"Dutchess, New York, US",dutchess,new-york,US,2020-04-22 23:30:53,2391,28,0,2363
"Duval, Florida, US",duval,florida,US,2020-04-22 23:30:53,925,17,0,908
"Duval, Texas, US",duval,texas,US,2020-04-22 23:30:53,1,0,0,1
"Dyer, Tennessee, US",dyer,tennessee,US,2020-04-22 23:30:53,28,0,0,28
"Eagle, Colorado, US",eagle,colorado,US,2020-04-22 23:30:53,488,7,0,481
"Early, Georgia, US",early,georgia,US,2020-04-22 23:30:53,184,12,0,172
"East Baton Rouge, Louisiana, US",east-baton-rouge,louisiana,US,2020-04-22 23:30:53,1603,95,0,1508
"East Carroll, Louisiana, US",east-carroll,louisiana,US,2020-04-22 23:30:53,5,0,0,5
"East Feliciana, Louisiana, US",east-feliciana,louisiana,US,2020-04-22 23:30:53,102,10,0,92
"Eastland, Texas, US",eastland,texas,US,2020-04-22 23:30:53,3,0,0,3
"Eaton, Michigan, US",eaton,michigan,US,2020-04-22 23:30:53,104,5,0,99
"Eau Claire, Wisconsin, US",eau-claire,wisconsin,US,2020-04-22 23:30:53,23,0,0,23
"Echols, Georgia, US",echols,georgia,US,2020-04-22 23:30:53,5,0,0,5
"Ector, Texas, US",ector,texas,US,2020-04-22 23:30:53,61,4,0,57
"Eddy, New Mexico, US",eddy,new-mexico,US,2020-04-22 23:30:53,11,1,0,10
"Eddy, North Dakota, US",eddy,north-dakota,US,2020-04-22 23:30:53,1,0,0,1
"Edgecombe, North Carolina, US",edgecombe,north-carolina,US,2020-04-22 23:30:53,60,1,0,59
"Edgefield, South Carolina, US",edgefield,south-carolina,US,2020-04-22 23:30:53,21,1,0,20
"Edmonson, Kentucky, US",edmonson,kentucky,US,2020-04-22 23:30:53,7,0,0,7
"Edwards, Kansas, US",edwards,kansas,US,2020-04-22 23:30:53,1,0,0,1
"Effingham, Georgia, US",effingham,georgia,US,2020-04-22 23:30:53,30,1,0,29
"Effingham, Illinois, US",effingham,illinois,US,2020-04-22 23:30:53,5,1,0,4
"El Dorado, California, US",el-dorado,california,US,2020-04-22 23:30:53,39,0,0,39
"El Paso, Colorado, US",el-paso,colorado,US,2020-04-22 23:30:53,774,54,0,720
"El Paso, Texas, US",el-paso,texas,US,2020-04-22 23:30:53,587,9,0,578
"Elbert, Colorado, US",elbert,colorado,US,2020-04-22 23:30:53,24,1,0,23
"Elbert, Georgia, US",elbert,georgia,US,2020-04-22 23:30:53,10,0,0,10
"Elk, Pennsylvania, US",elk,pennsylvania,US,2020-04-22 23:30:53,2,0,0,2
"Elkhart, Indiana, US",elkhart,indiana,US,2020-04-22 23:30:53,185,3,0,182
"Elko, Nevada, US",elko,nevada,US,2020-04-22 23:30:53,12,1,0,11
"Ellis, Kansas, US",ellis,kansas,US,2020-04-22 23:30:53,8,0,0,8
"Ellis, Texas, US",ellis,texas,US,2020-04-22 23:30:53,110,4,0,106
"Elmore, Alabama, US",elmore,alabama,US,2020-04-22 23:30:53,74,1,0,73
"Elmore, Idaho, US",elmore,idaho,US,2020-04-22 23:30:53,25,1,0,24
"Emanuel, Georgia, US",emanuel,georgia,US,2020-04-22 23:30:53,15,0,0,15
"Emmet, Michigan, US",emmet,michigan,US,2020-04-22 23:30:53,22,2,0,20
"Emmons, North Dakota, US",emmons,north-dakota,US,2020-04-22 23:30:53,1,1,0,0
"Emporia, Virginia, US",emporia,virginia,US,2020-04-22 23:30:53,12,1,0,11
"Erath, Texas, US",erath,texas,US,2020-04-22 23:30:53,13,1,0,12
"Erie, New York, US",erie,new-york,US,2020-04-22 23:30:53,2284,162,0,2122
"Erie, Ohio, US",erie,ohio,US,2020-04-22 23:30:53,44,3,0,41
"Erie, Pennsylvania, US",erie,pennsylvania,US,2020-04-22 23:30:53,62,0,0,62
"Escambia, Alabama, US",escambia,alabama,US,2020-04-22 23:30:53,18,1,0,17
"Escambia, Florida, US",escambia,florida,US,2020-04-22 23:30:53,418,10,0,408
"Essex, Massachusetts, US",essex,massachusetts,US,2020-04-22 23:30:53,5783,245,0,5538
"Essex, New Jersey, US",essex,new-jersey,US,2020-04-22 23:30:53,11387,888,0,10499
"Essex, New York, US",essex,new-york,US,2020-04-22 23:30:53,22,0,0,22
"Essex, Vermont, US",essex,vermont,US,2020-04-22 23:30:53,2,0,0,2
"Essex, Virginia, US",essex,virginia,US,2020-04-22 23:30:53,2,0,0,2
"Etowah, Alabama, US",etowah,alabama,US,2020-04-22 23:30:53,116,8,0,108
"Evangeline, Louisiana, US",evangeline,louisiana,US,2020-04-22 23:30:53,44,0,0,44
"Evans, Georgia, US",evans,georgia,US,2020-04-22 23:30:53,4,0,0,4
"Fairbanks North Star, Alaska, US",fairbanks-north-star,alaska,US,2020-04-22 23:30:53,79,1,0,78
"Fairfax, Virginia, US",fairfax,virginia,US,2020-04-22 23:30:53,2256,66,0,2190
"Fairfax City, Virginia, US",fairfax-city,virginia,US,2020-04-22 23:30:53,25,1,0,24
"Fairfield, Connecticut, US",fairfield,connecticut,US,2020-04-22 23:30:53,9883,584,0,9299
"Fairfield, Ohio, US",fairfield,ohio,US,2020-04-22 23:30:53,106,2,0,104
"Fairfield, South Carolina, US",fairfield,south-carolina,US,2020-04-22 23:30:53,26,0,0,26
"Fall River, South Dakota, US",fall-river,south-dakota,US,2020-04-22 23:30:53,1,0,0,1
"Falls, Texas, US",falls,texas,US,2020-04-22 23:30:53,1,0,0,1
"Falls Church, Virginia, US",falls-church,virginia,US,2020-04-22 23:30:53,25,1,0,24
"Fannin, Georgia, US",fannin,georgia,US,2020-04-22 23:30:53,20,1,0,19
"Fannin, Texas, US",fannin,texas,US,2020-04-22 23:30:53,12,0,0,12
"Faribault, Minnesota, US",faribault,minnesota,US,2020-04-22 23:30:53,4,0,0,4
"Faulk, South Dakota, US",faulk,south-dakota,US,2020-04-22 23:30:53,1,0,0,1
"Faulkner, Arkansas, US",faulkner,arkansas,US,2020-04-22 23:30:53,64,2,0,62
"Fauquier, Virginia, US",fauquier,virginia,US,2020-04-22 23:30:53,56,1,0,55
"Fayette, Alabama, US",fayette,alabama,US,2020-04-22 23:30:53,4,0,0,4
"Fayette, Georgia, US",fayette,georgia,US,2020-04-22 23:30:53,146,8,0,138
"Fayette, Illinois, US",fayette,illinois,US,2020-04-22 23:30:53,15,1,0,14
"Fayette, Indiana, US",fayette,indiana,US,2020-04-22 23:30:53,22,4,0,18
"Fayette, Iowa, US",fayette,iowa,US,2020-04-22 23:30:53,7,0,0,7
"Fayette, Kentucky, US",fayette,kentucky,US,2020-04-22 23:30:53,223,8,0,215
"Fayette, Ohio, US",fayette,ohio,US,2020-04-22 23:30:53,13,0,0,13
"Fayette, Pennsylvania, US",fayette,pennsylvania,US,2020-04-22 23:30:53,70,3,0,67
"Fayette, Tennessee, US",fayette,tennessee,US,2020-04-22 23:30:53,48,1,0,47
"Fayette, Texas, US",fayette,texas,US,2020-04-22 23:30:53,15,0,0,15
"Fayette, West Virginia, US",fayette,west-virginia,US,2020-04-22 23:30:53,5,0,0,5
"Federal Correctional Institution (FCI), Michigan, US",federal-correctional-institution-(fci),michigan,US,2020-04-22 23:30:53,57,0,0,57
"Fentress, Tennessee, US",fentress,tennessee,US,2020-04-22 23:30:53,4,0,0,4
"Ferry, Washington, US",ferry,washington,US,2020-04-22 23:30:53,1,0,0,1
"Fillmore, Minnesota, US",fillmore,minnesota,US,2020-04-22 23:30:53,11,0,0,11
"Fillmore, Nebraska, US",fillmore,nebraska,US,2020-04-22 23:30:53,1,0,0,1
"Finney, Kansas, US",finney,kansas,US,2020-04-22 23:30:53,56,1,0,55
"Flagler, Florida, US",flagler,florida,US,2020-04-22 23:30:53,78,2,0,76
"Flathead, Montana, US",flathead,montana,US,2020-04-22 23:30:53,37,2,0,35
"Fleming, Kentucky, US",fleming,kentucky,US,2020-04-22 23:30:53,2,0,0,2
"Florence, South Carolina, US",florence,south-carolina,US,2020-04-22 23:30:53,176,8,0,168
"Florence, Wisconsin, US",florence,wisconsin,US,2020-04-22 23:30:53,2,0,0,2
"Floyd, Georgia, US",floyd,georgia,US,2020-04-22 23:30:53,128,8,0,120
"Floyd, Indiana, US",floyd,indiana,US,2020-04-22 23:30:53,149,9,0,140
"Floyd, Kentucky, US",floyd,kentucky,US,2020-04-22 23:30:53,4,0,0,4
"Floyd, Texas, US",floyd,texas,US,2020-04-22 23:30:53,2,0,0,2
"Floyd, Virginia, US",floyd,virginia,US,2020-04-22 23:30:53,1,0,0,1
"Fluvanna, Virginia, US",fluvanna,virginia,US,2020-04-22 23:30:53,69,4,0,65
"Fond du Lac, Wisconsin, US",fond-du-lac,wisconsin,US,2020-04-22 23:30:53,65,3,0,62
"Ford, Illinois, US",ford,illinois,US,2020-04-22 23:30:53,6,1,0,5
"Ford, Kansas, US",ford,kansas,US,2020-04-22 23:30:53,208,0,0,208
"Forest, Pennsylvania, US",forest,pennsylvania,US,2020-04-22 23:30:53,7,0,0,7
"Forrest, Mississippi, US",forrest,mississippi,US,2020-04-22 23:30:53,158,4,0,154
"Forsyth, Georgia, US",forsyth,georgia,US,2020-04-22 23:30:53,227,8,0,219
"Forsyth, North Carolina, US",forsyth,north-carolina,US,2020-04-22 23:30:53,141,5,0,136
"Fort Bend, Texas, US",fort-bend,texas,US,2020-04-22 23:30:53,808,18,0,790
"Foster, North Dakota, US",foster,north-dakota,US,2020-04-22 23:30:53,1,0,0,1
"Fountain, Indiana, US",fountain,indiana,US,2020-04-22 23:30:53,8,2,0,6
"Franklin, Alabama, US",franklin,alabama,US,2020-04-22 23:30:53,22,0,0,22
"Franklin, Arkansas, US",franklin,arkansas,US,2020-04-22 23:30:53,1,0,0,1
"Franklin, Florida, US",franklin,florida,US,2020-04-22 23:30:53,2,0,0,2
"Franklin, Georgia, US",franklin,georgia,US,2020-04-22 23:30:53,13,0,0,13
"Franklin, Illinois, US",franklin,illinois,US,2020-04-22 23:30:53,8,0,0,8
"Franklin, Indiana, US",franklin,indiana,US,2020-04-22 23:30:53,91,7,0,84
"Franklin, Iowa, US",franklin,iowa,US,2020-04-22 23:30:53,1,0,0,1
"Franklin, Kansas, US",franklin,kansas,US,2020-04-22 23:30:53,12,0,0,12
"Franklin, Kentucky, US",franklin,kentucky,US,2020-04-22 23:30:53,14,0,0,14
"Franklin, Louisiana, US",franklin,louisiana,US,2020-04-22 23:30:53,95,2,0,93
"Franklin, Maine, US",franklin,maine,US,2020-04-22 23:30:53,14,0,0,14
"Franklin, Massachusetts, US",franklin,massachusetts,US,2020-04-22 23:30:53,196,29,0,167
"Franklin, Mississippi, US",franklin,mississippi,US,2020-04-22 23:30:53,16,0,0,16
"Franklin, Missouri, US",franklin,missouri,US,2020-04-22 23:30:53,105,10,0,95
"Franklin, Nebraska, US",franklin,nebraska,US,2020-04-22 23:30:53,3,0,0,3
"Franklin, New York, US",franklin,new-york,US,2020-04-22 23:30:53,13,0,0,13
"Franklin, North Carolina, US",franklin,north-carolina,US,2020-04-22 23:30:53,75,13,0,62
"Franklin, Ohio, US",franklin,ohio,US,2020-04-22 23:30:53,1598,42,0,1556
"Franklin, Pennsylvania, US",franklin,pennsylvania,US,2020-04-22 23:30:53,152,10,0,142
"Franklin, Tennessee, US",franklin,tennessee,US,2020-04-22 23:30:53,27,1,0,26
"Franklin, Texas, US",franklin,texas,US,2020-04-22 23:30:53,1,0,0,1
"Franklin, Vermont, US",franklin,vermont,US,2020-04-22 23:30:53,92,4,0,88
"Franklin, Virginia, US",franklin,virginia,US,2020-04-22 23:30:53,17,0,0,17
"Franklin City, Virginia, US",franklin-city,virginia,US,2020-04-22 23:30:53,14,0,0,14
"Frederick, Maryland, US",frederick,maryland,US,2020-04-22 23:38:40,658,35,0,623
"Frederick, Virginia, US",frederick,virginia,US,2020-04-22 23:30:53,86,0,0,86
"Fredericksburg, Virginia, US",fredericksburg,virginia,US,2020-04-22 23:30:53,17,0,0,17
"Freeborn, Minnesota, US",freeborn,minnesota,US,2020-04-22 23:30:53,33,0,0,33
"Freestone, Texas, US",freestone,texas,US,2020-04-22 23:30:53,3,0,0,3
"Fremont, Colorado, US",fremont,colorado,US,2020-04-22 23:30:53,19,0,0,19
"Fremont, Idaho, US",fremont,idaho,US,2020-04-22 23:30:53,2,0,0,2
"Fremont, Wyoming, US",fremont,wyoming,US,2020-04-22 23:30:53,57,0,0,57
"Fresno, California, US",fresno,california,US,2020-04-22 23:30:53,371,7,0,364
"Frio, Texas, US",frio,texas,US,2020-04-22 23:30:53,1,0,0,1
"Fulton, Georgia, US",fulton,georgia,US,2020-04-22 23:30:53,2255,85,0,2170
"Fulton, Illinois, US",fulton,illinois,US,2020-04-22 23:30:53,1,0,0,1
"Fulton, Indiana, US",fulton,indiana,US,2020-04-22 23:30:53,6,0,0,6
"Fulton, Kentucky, US",fulton,kentucky,US,2020-04-22 23:30:53,1,0,0,1
"Fulton, New York, US",fulton,new-york,US,2020-04-22 23:30:53,28,0,0,28
"Fulton, Ohio, US",fulton,ohio,US,2020-04-22 23:30:53,18,0,0,18
"Fulton, Pennsylvania, US",fulton,pennsylvania,US,2020-04-22 23:30:53,2,0,0,2
"Furnas, Nebraska, US",furnas,nebraska,US,2020-04-22 23:30:53,2,0,0,2
"Gadsden, Florida, US",gadsden,florida,US,2020-04-22 23:30:53,58,0,0,58
"Gage, Nebraska, US",gage,nebraska,US,2020-04-22 23:30:53,28,1,0,27
"Gaines, Texas, US",gaines,texas,US,2020-04-22 23:30:53,2,0,0,2
"Galax, Virginia, US",galax,virginia,US,2020-04-22 23:30:53,1,0,0,1
"Gallatin, Illinois, US",gallatin,illinois,US,2020-04-22 23:30:53,2,0,0,2
"Gallatin, Kentucky, US",gallatin,kentucky,US,2020-04-22 23:30:53,1,0,0,1
"Gallatin, Montana, US",gallatin,montana,US,2020-04-22 23:30:53,145,0,0,145
"Gallia, Ohio, US",gallia,ohio,US,2020-04-22 23:30:53,6,1,0,5
"Galveston, Texas, US",galveston,texas,US,2020-04-22 23:30:53,479,20,0,459
"Garfield, Colorado, US",garfield,colorado,US,2020-04-22 23:30:53,71,2,0,69
"Garfield, Oklahoma, US",garfield,oklahoma,US,2020-04-22 23:30:53,11,1,0,10
"Garland, Arkansas, US",garland,arkansas,US,2020-04-22 23:30:53,109,0,0,109
"Garrard, Kentucky, US",garrard,kentucky,US,2020-04-22 23:30:53,1,0,0,1
"Garrett, Maryland, US",garrett,maryland,US,2020-04-22 23:38:40,4,0,0,4
"Garvin, Oklahoma, US",garvin,oklahoma,US,2020-04-22 23:30:53,12,0,0,12
"Gasconade, Missouri, US",gasconade,missouri,US,2020-04-22 23:30:53,2,0,0,2
"Gaston, North Carolina, US",gaston,north-carolina,US,2020-04-22 23:30:53,124,3,0,121
"Gates, North Carolina, US",gates,north-carolina,US,2020-04-22 23:30:53,4,0,0,4
"Geary, Kansas, US",geary,kansas,US,2020-04-22 23:30:53,9,0,0,9
"Geauga, Ohio, US",geauga,ohio,US,2020-04-22 23:30:53,117,9,0,108
"Gem, Idaho, US",gem,idaho,US,2020-04-22 23:30:53,10,0,0,10
"Genesee, Michigan, US",genesee,michigan,US,2020-04-22 23:30:53,1362,138,0,1224
"Genesee, New York, US",genesee,new-york,US,2020-04-22 23:30:53,122,2,0,120
"Geneva, Alabama, US",geneva,alabama,US,2020-04-22 23:30:53,5,0,0,5
"Gentry, Missouri, US",gentry,missouri,US,2020-04-22 23:30:53,1,0,0,1
"George, Mississippi, US",george,mississippi,US,2020-04-22 23:30:53,10,1,0,9
"Georgetown, South Carolina, US",georgetown,south-carolina,US,2020-04-22 23:30:53,35,2,0,33
"Gibson, Indiana, US",gibson,indiana,US,2020-04-22 23:30:53,5,0,0,5
"Gibson, Tennessee, US",gibson,tennessee,US,2020-04-22 23:30:53,32,0,0,32
"Gila, Arizona, US",gila,arizona,US,2020-04-22 23:30:53,10,0,0,10
"Gilchrist, Florida, US",gilchrist,florida,US,2020-04-22 23:30:53,4,0,0,4
"Giles, Tennessee, US",giles,tennessee,US,2020-04-22 23:30:53,6,0,0,6
"Giles, Virginia, US",giles,virginia,US,2020-04-22 23:30:53,4,0,0,4
